GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
strategy.uuid_nextid_strategy,info.smart_tools.smartactors.strategy.uuid_nextid_strategy,UuidNextIdStrategy,0,6,0,0,0,2,0,2,0,2
