GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
core.db_create_collection_task,info.smart_tools.smartactors.core.db_task.create_collection.psql,DBCreateCollectionTask.new HashMap() {...},0,35,0,0,0,7,0,1,0,1
core.db_create_collection_task,info.smart_tools.smartactors.core.db_task.create_collection.psql,DBCreateCollectionTask,147,48,6,0,24,11,4,5,1,5
