GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
core.actors.check_validity_async_operation,info.smart_tools.smartactors.core.actors.check_validity_async_operation,CheckValidityAsyncOperationActor,8,26,1,5,4,7,1,4,0,2
core.actors.check_validity_async_operation,info.smart_tools.smartactors.core.actors.check_validity_async_operation.exception,InvalidAsyncOperationIdException,9,4,0,0,4,2,2,1,2,1
