GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
actor.authentication_actor,info.smart_tools.smartactors.actors.authentication.exception,AuthFailException,9,4,0,0,4,2,2,1,2,1
actor.authentication_actor,info.smart_tools.smartactors.actors.authentication,AuthenticationActor,7,22,1,3,2,7,1,3,0,2
