GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
plugin.compile_query,info.smart_tools.smartactors.plugin.compile_query,QueryKey,60,0,8,0,16,0,8,0,4,0
plugin.compile_query,info.smart_tools.smartactors.plugin.compile_query,CompileQueryPlugin,120,0,8,0,35,0,8,0,4,0
