GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
plugin.cached_collection,info.smart_tools.smartactors.plugin.cached_collection,CachedCollectionTasksPlugin,285,0,0,0,67,0,6,0,6,0
plugin.cached_collection,info.smart_tools.smartactors.plugin.cached_collection,CreateCachedCollectionPlugin,156,0,2,0,35,0,5,0,4,0
